,0,1,2
0,-234.7086818408313,143.1710841264783,-0.20961036734288765
1,-234.7086818408313,143.1710841264783,-0.20961036734288765
2,-234.7086818408313,143.1710841264783,-0.20961036734288765
3,-234.7086818408313,143.1710841264783,-0.20961036734288765
4,-234.7086818408313,143.1710841264783,-0.20961036734288765
5,-234.7086818408313,143.1710841264783,-0.20961036734288765
6,-234.7086818408313,143.1710841264783,-0.20961036734288765
7,-234.7086818408313,143.1710841264783,-0.20961036734288765
8,-234.7086818408313,143.1710841264783,-0.20961036734288765
9,-234.7086818408313,143.1710841264783,-0.20961036734288765
10,-234.7086818408313,143.1710841264783,-0.20961036734288765
11,-234.7086818408313,143.1710841264783,-0.20961036734288765
12,-234.7086818408313,143.1710841264783,-0.20961036734288765
13,-234.7086818408313,143.1710841264783,-0.20961036734288765
14,-234.7086818408313,143.1710841264783,-0.20961036734288765
15,-234.7086818408313,143.1710841264783,-0.20961036734288765
16,-234.7086818408313,143.1710841264783,-0.20961036734288765
17,-234.7086818408313,143.1710841264783,-0.20961036734288765
18,-234.7086818408313,143.1710841264783,-0.20961036734288765
19,-234.7086818408313,143.1710841264783,-0.20961036734288765
20,-234.7086818408313,143.1710841264783,-0.20961036734288765
21,-234.7086818408313,143.1710841264783,-0.20961036734288765
22,-234.7086818408313,143.1710841264783,-0.20961036734288765
23,-234.7086818408313,143.1710841264783,-0.20961036734288765
24,-234.7086818408313,143.1710841264783,-0.20961036734288765
25,-234.7086818408313,143.1710841264783,-0.20961036734288765
26,-234.7086818408313,143.1710841264783,-0.20961036734288765
27,-234.7086818408313,143.1710841264783,-0.20961036734288765
28,-234.7086818408313,143.1710841264783,-0.20961036734288765
29,-234.7086818408313,143.1710841264783,-0.20961036734288765
30,-265.33993866607983,153.21556066682558,-0.22627700298520242
31,-299.04059275072626,162.03738826870577,-0.24281977985826403
32,-334.48737003458166,168.8230895751985,-0.2577329965236776
33,-371.3735049078153,174.28963668063753,-0.2703669753056745
34,-408.8841229020764,179.16875901611246,-0.28073090181687543
35,-446.748619996762,183.47541348520943,-0.2894170166442318
36,-485.6943266927831,185.39798848790426,-0.2947333361831129
37,-525.1995997252459,185.754952704531,-0.2972938461951828
38,-565.5187043904405,184.60963056675985,-0.2973173349968577
39,-605.5009130096643,183.02790425658986,-0.2963213245936205
40,-645.7181028506105,182.049705390802,-0.2959504173273101
41,-685.5264234696494,182.32410721399958,-0.29762550919470115
42,-725.6738892984832,183.51216200070107,-0.3004265670888565
43,-765.6405594678047,185.27597189600044,-0.30365940234553723
44,-804.8378481391744,186.99800965296873,-0.30670485494581917
45,-844.9783092718625,190.26080028277076,-0.31102209655762103
46,-885.2431472229067,194.98461531730487,-0.315983894798631
47,-925.7305751980696,199.25220298637228,-0.3201977291418067
48,-967.0666359126626,203.20441175067995,-0.32456114106088274
49,-1006.784374622238,206.8771191625705,-0.32839724159374595
50,-1045.874837246863,210.57960616841058,-0.33188835342210077
51,-1084.9241908372492,214.51190049974156,-0.3355024235406431
52,-1123.5601766872132,218.2856717062053,-0.33842136638814124
53,-1160.4435615376046,222.3984457326213,-0.3409596292168591
54,-1194.7596001639233,226.56689322188362,-0.34247763671166354
55,-1227.674683780329,229.50541499413654,-0.34182111329780956
56,-1259.6402846933745,231.26917099968648,-0.33974125611152134
57,-1291.3758708406206,232.89542023322292,-0.33804829452365226
58,-1322.6721072171338,233.70729158933221,-0.33575560387509823
59,-1353.3659963355174,233.24790132021522,-0.3323732994167499
60,-1383.0357993670486,232.61117229730732,-0.3285905078790131
61,-1413.1631861292456,232.69125346732997,-0.3255615872658496
62,-1444.8129979456296,234.87555454890844,-0.3244110370111033
63,-1477.2713935129016,237.6771052487572,-0.3234303314971333
64,-1510.8538756717894,240.77621552480213,-0.3233116393831563
65,-1544.2468385958693,243.22320810055857,-0.32252568799924225
66,-1577.6854637331378,245.33904273218457,-0.3220296944472477
67,-1611.634215692973,246.64771676249063,-0.32161095946666834
68,-1646.6916963337467,248.14182172057463,-0.3221396826695025
69,-1683.681504296689,249.74822817861704,-0.3231024667956351
70,-1721.2443912233175,250.9860798641809,-0.323459022838895
71,-1758.776859599391,251.05280168862944,-0.32113896264186365
72,-1795.9243487794085,250.14046561625173,-0.31759708217019295
73,-1833.1151440331914,248.07054334559237,-0.3136438243484351
74,-1870.7357538965127,245.25558540433497,-0.3090898961916889
75,-1908.5546964923337,241.81486649285546,-0.30355678581079026
76,-1945.8344883028171,238.09325778200238,-0.29785079441810125
77,-1982.3446571354252,234.08442263011165,-0.29203999674390596
78,-2018.5956305919085,229.80632901395728,-0.28575204450231884
79,-2056.1643144805157,226.4298741104882,-0.28024872133130546
80,-2094.1428876721275,224.60582047852822,-0.27656532747069995
81,-2132.9338928719203,224.06041662791088,-0.2745062290394411
82,-2172.2319451455573,223.13604152903727,-0.27292882943468205
83,-2213.8286773940213,222.2827641163718,-0.2719539010178515
84,-2257.4532609784146,220.95715300789195,-0.271293771048728
85,-2302.0053820150915,218.4773070610672,-0.2706239404148771
86,-2346.170172088781,214.83024826086387,-0.2684695800887014
87,-2388.9477453553036,209.69341233483684,-0.26378359840941706
88,-2429.9721953761423,203.57619120729385,-0.25752633840113937
89,-2469.6395709475037,196.4238473178464,-0.2506944438139765
90,-2508.245921188899,187.9223072569303,-0.24342170070638813
91,-2545.2160750080357,178.97862136232305,-0.235975305994084
92,-2580.540250999383,169.18712894938807,-0.22835790588839705
93,-2615.1779227584025,159.41332132559327,-0.22191955045707717
94,-2648.99107493357,149.29709210590406,-0.21548723424515961
95,-2682.68330895483,139.69348211897653,-0.20999651825789717
96,-2716.4840401697356,130.6509939101383,-0.20560741072251132
97,-2749.728549399698,120.57434958374978,-0.20149918319758728
98,-2781.833336036323,108.27072931646033,-0.19595934579428273
99,-2812.358484701333,94.55981523944982,-0.1891699954640005
100,-2842.474167155201,79.48802201658721,-0.18144643131408322
101,-2873.9960709219376,64.09116292572847,-0.17420923708524758
102,-2904.934829258274,47.273200401616904,-0.1660528328170977
103,-2934.6244222090095,29.22478109907926,-0.15671907146457859
104,-2964.499715518947,11.985546732814441,-0.14918943252956698
105,-2991.6797308304085,-6.512891987686691,-0.14041616760705597
106,-3017.163585878964,-26.22834121311796,-0.13044334788490236
107,-3040.953435258762,-46.078728610453986,-0.12040906553339577
108,-3062.8418682737392,-66.67772790232085,-0.10947695061926963
109,-3082.7985600328548,-87.55410954585558,-0.09829462187832468
110,-3100.5203895359327,-109.38061914627704,-0.08586448686129862
111,-3116.90217959166,-132.8204089838691,-0.0720493434403698
112,-3132.938935291257,-156.01409874323767,-0.05770457003658251
113,-3149.678151553101,-179.17822794222576,-0.04265206972127641
114,-3167.017763555583,-202.26350256657582,-0.027611560655371157
115,-3184.6587189341913,-224.7378016981179,-0.012973226507626782
116,-3204.6167981769554,-247.85916841849354,0.0016842844408218945
117,-3225.5312492784183,-270.2841708051331,0.01599826381162401
118,-3246.061837390859,-291.65443574951337,0.030178123034243633
119,-3266.2032311725775,-312.3733952278249,0.04482975061825533
